candidate_id,rank,score,reasoning
CAND_0055905,1,0.9865333338578542,"[Elite Match] Recruiter Favorite. Highlights: End-to-end search and vector database systems, Search quality evaluation and ranking pipelines, LLM adaptation and fine-tuning expertise, Distributed systems and inference optimization, and Natural language processing and search expertise. Notes: Profile only 57% complete; No GitHub profile linked. — Short notice (30 days) aligns with the JD's desire for quick availability; The JD's core distinction is between researchers who publish and engineers who ship; this candidate clearly lands on the shipper side of that divide. Position #1 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=25/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Advantage: skills (+0.87 above mean). Recommendation: Interview Immediately (87% response rate; open to work; 30-day notice)."
CAND_0046064,2,0.9820333324273428,"[Elite Match] A 9yr Recruiter Favorite for the founding-team AI role. Strong areas: Full-stack retrieval systems (vector DBs + dense retrieval), Ranking evaluation and learning-to-rank experience, LLM fine-tuning experience, Scalable ML systems and model serving, and Text processing and information retrieval experience. Concern: Located outside preferred Indian tech hubs (coimbatore, tamil nadu). — Profile depth (9 years) aligns with the JD's 5-9 year senior engineer target range; Signals indicate comfort with the JD's described founding-team environment requiring high autonomy. #2 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=25/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Differentiator: skills leads pool over mean (+0.87). Recommended: Interview Immediately (78% response rate; open to work; 30-day notice)."
CAND_0048473,3,0.9734999988079072,"[Elite Match] Candidate: Production Veteran. Best action for this candidate: Suggested action: Priority Screen. Rationale: Strengths: End-to-end search and vector database systems, Learning-to-rank and retrieval evaluation expertise, LLM adaptation and fine-tuning expertise, Distributed systems and inference optimization, and Natural language processing and search expertise. Watch items: Extended notice period (120 days); Not marked as open to work. — The JD stresses shipped systems over research — this candidate's production background matches that preference; The JD's 'vibe check' section stresses async communication and fast iteration — behavioral signals here are consistent with that environment. Ranked #3 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.87 above pool mean)."
CAND_0008425,4,0.9702166732947032,"[Elite Match] Candidate: Production Veteran. Strengths: End-to-end search and vector database systems, Learning-to-rank and retrieval evaluation expertise, LLM adaptation and fine-tuning expertise, Distributed systems and inference optimization, and Natural language processing and search expertise. Watch items: Extended notice period (90 days); Profile only 57% complete. — Profile depth (8 years) aligns with the JD's 5-9 year senior engineer target range; Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. Ranked #4 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=24/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.87). Suggested action: Priority Screen (open to work)."
CAND_0077798,5,0.9689000003337861,"[Elite Match] Production Veteran with 8yr of relevant experience for this founding-team role. Key assets: End-to-end retrieval and vector database expertise, IR evaluation (NDCG/MRR) and ranking optimization, LLM adaptation and fine-tuning expertise, Distributed systems and inference optimization, and Natural language processing and search expertise. Flaggeds: Moderate notice period (60 days); Profile only 49% complete. — Production engineering background resonates with the JD's focus on real-world system delivery; Founding-team dynamic described in the JD requires someone who can toggle between deep technical work and pragmatic shipping; this candidate fits that profile. Slot #5 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Edge: skills (+0.87 above mean). Next step: Priority Screen (open to work)."
CAND_0088025,6,0.9600333324273428,"[Elite Match] Candidate: Recruiter Favorite. Suggested approach: Suggested action: Interview Immediately (83% response rate; open to work). Rationale: Strengths: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise, LLM fine-tuning experience, Text processing and information retrieval experience, and Strong Python proficiency. Watch items: Extended notice period (90 days); Located outside preferred Indian tech hubs (jaipur, rajasthan). — Profile depth (9 years) aligns with the JD's 5-9 year senior engineer target range; The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. Ranked #6 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=25/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Strengths vs pool: retrieval/ranking leads pool over mean (+0.85)."
CAND_0039754,7,0.9598333338101704,"[Elite Match] Profile: Production Veteran. Key assets: Vector database and dense retrieval experience, IR evaluation (NDCG/MRR) and ranking optimization, LLM adaptation and fine-tuning expertise, Natural language processing and search expertise, and Python-based ML development expertise. Flagged: Located outside preferred Indian tech hubs (indore, madhya pradesh). — Short notice (30 days) aligns with the JD's desire for quick availability; Practical deployment experience aligns with the JD's stated need for engineering that ships, not just researches. Slot #7 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=25/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Edge: strongest on retrieval/ranking (+0.85 above pool mean). Next step: Interview Immediately (81% response rate; open to work; 30-day notice)."
CAND_0083612,8,0.9536833389600118,"[Elite Match] Passive Expert: 8yr, product-company trajectory, strong for this founding-team AI role. Strengths: Production retrieval pipelines and vector search, Learning-to-rank and retrieval evaluation expertise, LLM fine-tuning experience, Scalable ML systems and model serving, and Text processing and information retrieval experience. Watch items: Moderate notice period (60 days); Not marked as open to work. — Profile signals match the JD's preference for founding-team, high-autonomy settings. Ranked #8 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=24/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.87). Suggested action: Priority Screen."
CAND_0064326,9,0.9520999964475632,"[Elite Match] Recruiter Favorite.  Recommended: Interview Immediately (94% response rate; open to work). Rationale: Strong areas: Vector database and dense retrieval experience, Ranking evaluation and learning-to-rank experience, Large language model fine-tuning, NLP and information retrieval background, and Production Python engineering skills. Concerns: Moderate notice period (45 days); Profile only 54% complete. — Profile depth (8 years) aligns with the JD's 5-9 year senior engineer target range; Indian tech hub location fits the JD's geographic scope; Engagement signals point to a strong fit for the JD's high-autonomy, founding-team environment. #9 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=24/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Differentiator: retrieval/ranking (+0.85 above mean)."
CAND_0081948,10,0.9459916724363963,"[Elite Match] Candidate: Production Veteran. Strengths: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise, LLM fine-tuning experience, Scalable ML systems and model serving, and Text processing and information retrieval experience. Watch items: Not marked as open to work; Profile only 45% complete. — Profile depth (7 years) aligns with the JD's 5-9 year senior engineer target range; Indian tech hub location fits the JD's geographic scope; The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. Ranked #10 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=23/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Strengths vs pool: skills leads pool over mean (+0.87). Suggested action: Priority Screen (30-day notice)."
CAND_0013440,11,0.9439333282311758,"[Strong Match] Candidate: Production Veteran. Suggested approach: Suggested action: Priority Screen (open to work; 30-day notice). Rationale: Strengths: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise, LLM fine-tuning experience, and Scalable ML systems and model serving. Watch item: Inactive on platform (106 days). — The JD stresses shipped systems over research — this candidate's production background matches that preference; Aligned with the JD's call for a founding-team engineer comfortable with high autonomy. Ranked #11 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=22/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.87 above pool mean)."
CAND_0009482,12,0.9418083337148031,"[Strong Match] A 8yr Production Veteran for the founding-team AI role. Strong areas: Vector database and dense retrieval experience, Ranking evaluation and learning-to-rank experience, Large language model fine-tuning, and Distributed ML pipelines and inference infrastructure. Concerns: Inactive on platform (103 days); Extended notice period (90 days). — 90-day notice period exceeds the JD's implied quick-start preference; This candidate has shipped real ranking or search systems to production — exactly the kind of tangible output the JD prioritizes over 'researcher' archetypes. #12 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=23/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Differentiator: strongest on skills (+0.87). Recommended: Priority Screen."
CAND_0085643,13,0.9398416668574016,"[Strong Match] Profile: Production Veteran. Key assets: End-to-end search and vector database systems, IR evaluation (NDCG/MRR) and ranking optimization, Large language model fine-tuning, and Distributed ML pipelines and inference infrastructure. Flaggeds: Extended notice period (120 days); No GitHub profile linked. — Engagement signals point to a strong fit for the JD's high-autonomy, founding-team environment. Slot #13 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=23/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Edge: skills (+0.87 above mean). Next step: Priority Screen (open to work)."
CAND_0007009,14,0.9375750032663345,"[Strong Match] Profile: Production Veteran. Practical deployment experience aligns with the JD's stated need for engineering that ships, not just researches; The JD's 'vibe check' section stresses async communication and fast iteration — behavioral signals here are consistent with that environment. Key assets: Production retrieval pipelines and vector search, IR evaluation (NDCG/MRR) and ranking optimization, Large language model fine-tuning, and NLP and information retrieval background. Flagged: Requires culture-fit validation for founding-team dynamics. Slot #14 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Edge: retrieval/ranking leads pool vs mean (+0.85). Next step: Priority Screen (open to work; 30-day notice)."
CAND_0017960,15,0.9372249948978424,"[Strong Match] Profile: Production Veteran. Suggested approach: Next step: Priority Screen (72% response rate; open to work). Rationale: Key assets: Vector database and dense retrieval experience, IR evaluation (NDCG/MRR) and ranking optimization, LLM fine-tuning experience, and Text processing and information retrieval experience. Flagged: Moderate notice period (60 days). — Practical deployment experience aligns with the JD's stated need for engineering that ships, not just researches. Slot #15 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=24/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: strongest on retrieval/ranking (+0.85 above pool mean)."
CAND_0083307,16,0.9371833384831746,"[Strong Match] A 8yr Production Veteran for the founding-team AI role. Strong areas: End-to-end search and vector database systems, Ranking evaluation and learning-to-rank experience, LLM fine-tuning experience, and Text processing and information retrieval experience. Concerns: Extended notice period (120 days); Profile only 53% complete. — The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. #16 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=24/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85). Recommended: Priority Screen (70% response rate; open to work)."
CAND_0077337,17,0.9311833332379659,"[Strong Match] Recruiter Favorite. Strong areas: Vector database and dense retrieval experience, Ranking evaluation and learning-to-rank experience, LLM adaptation and fine-tuning expertise, and Natural language processing and search expertise. Concerns: Moderate notice period (60 days); Salary expectation (46 LPA min) — verify budget alignment. — Production engineering background resonates with the JD's focus on real-world system delivery; Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. #17 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Differentiator: retrieval/ranking (+0.85 above mean). Recommended: Interview Immediately (95% response rate; open to work)."
CAND_0030953,18,0.9286833391984304,"[Strong Match] Production Veteran. The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. Highlights: Production retrieval pipelines and vector search, Search quality evaluation and ranking pipelines, LLM adaptation and fine-tuning expertise, and Natural language processing and search expertise. Notes: Moderate notice period (45 days); Salary expectation (43 LPA min) — verify budget alignment. Position #18 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=24/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Advantage: retrieval/ranking leads pool vs mean (+0.85). Recommendation: Priority Screen."
CAND_0052496,19,0.9282166688839595,"[Strong Match] Candidate: Production Veteran. Best action for this candidate: Suggested action: Priority Screen. Rationale: Strengths: End-to-end search and vector database systems, Learning-to-rank and retrieval evaluation expertise, LLM adaptation and fine-tuning expertise, and Distributed systems and inference optimization. Watch items: Moderate notice period (60 days); Not marked as open to work. — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. Ranked #19 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=23/25, Retrieval=15/15, Signals=5/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.87 above pool mean)."
CAND_0046356,20,0.9263083272775015,"[Strong Match] Production Veteran with 7yr of relevant experience for this founding-team role. Key assets: End-to-end search and vector database systems, IR evaluation (NDCG/MRR) and ranking optimization, LLM fine-tuning experience, and Scalable ML systems and model serving. Flaggeds: Inactive on platform (94 days); Extended notice period (120 days). — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Profile signals match the JD's preference for founding-team, high-autonomy settings. Slot #20 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=21/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Edge: strongest on skills (+0.87). Next step: Priority Screen (70% response rate; open to work)."
CAND_0002025,21,0.9224083368380864,"[Strong Match] Candidate: Recruiter Favorite. Strengths: Production retrieval pipelines and vector search, Learning-to-rank and retrieval evaluation expertise, Large language model fine-tuning, and Distributed ML pipelines and inference infrastructure. Watch item: Located outside preferred Indian tech hubs (trivandrum, kerala). — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Fits the high-autonomy, founding-team context emphasized in the JD. Ranked #21 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=18/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Strengths vs pool: skills (+0.87 above mean). Suggested action: Interview Immediately (80% response rate; open to work; 30-day notice)."
CAND_0057209,22,0.9209166618982951,"[Strong Match] Candidate: Passive Expert. The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Fits the high-autonomy, founding-team context emphasized in the JD. Strengths: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise, Large language model fine-tuning, and Distributed ML pipelines and inference infrastructure. Watch items: Extended notice period (90 days); Not marked as open to work. Ranked #22 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=19/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: skills leads pool over mean (+0.87). Suggested action: Interview Immediately (79% response rate)."
CAND_0079387,23,0.9206916692654291,"[Strong Match] Profile: Recruiter Favorite.  Next step: Interview Immediately (81% response rate; open to work; 30-day notice). Rationale: Key assets: Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization, Large language model fine-tuning, and NLP and information retrieval background. Flagged: Located outside preferred Indian tech hubs (trivandrum, kerala). — The JD's core distinction is between researchers who publish and engineers who ship; this candidate clearly lands on the shipper side of that divide; Founding-team dynamic described in the JD requires someone who can toggle between deep technical work and pragmatic shipping; this candidate fits that profile. Slot #23 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Edge: strongest on retrieval/ranking (+0.85 above pool mean)."
CAND_0070398,24,0.9146333280404408,"[Strong Match] A 7yr Production Veteran for the founding-team AI role. Strong areas: End-to-end search and vector database systems, Ranking evaluation and learning-to-rank experience, LLM adaptation and fine-tuning expertise, and Natural language processing and search expertise. Concerns: Extended notice period (120 days); Profile only 50% complete. — The candidate's history of deploying retrieval systems into production fits the JD's shipper-over-researcher ideal; Profile signals match the JD's preference for founding-team, high-autonomy settings. #24 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85). Recommended: Priority Screen (open to work)."
CAND_0081846,25,0.9133749947547912,"[Strong Match] Profile: Production Veteran. Key assets: Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization, LLM adaptation and fine-tuning expertise, and Natural language processing and search expertise. Flagged: Located outside preferred Indian tech hubs (jaipur, rajasthan). — The JD's 'vibe check' section stresses async communication and fast iteration — behavioral signals here are consistent with that environment. Slot #25 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: retrieval/ranking (+0.85 above mean). Next step: Priority Screen (73% response rate; open to work; 30-day notice)."
CAND_0011687,26,0.9119166716734569,"[Recommended] Recruiter Favorite profile with 8yr background suited to the Senior AI Engineer mandate. Highlights: Vector database and dense retrieval experience, Search quality evaluation and ranking pipelines, LLM fine-tuning experience, and Scalable ML systems and model serving. Notes: No explicit Python skills listed; Located outside preferred Indian tech hubs (indore, madhya pradesh). — Short notice (15 days) aligns with the JD's desire for quick availability; Practical deployment experience aligns with the JD's stated need for engineering that ships, not just researches. Position #26 — top 0.0% of 100,000 candidates | Score breakdown: Skills=33/40, Exp=24/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Advantage: retrieval/ranking leads pool vs mean (+0.85). Recommendation: Interview Immediately (89% response rate; open to work; 15-day notice)."
