candidate_id,rank,score,reasoning
CAND_0080766,27,0.9110000009536744,"[Recommended] Passive Expert. The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Signals indicate comfort with the JD's described founding-team environment requiring high autonomy. Highlights: Vector database and dense retrieval experience, Ranking evaluation knowledge (NDCG/MRR), LLM adaptation and fine-tuning expertise, and Natural language processing and search expertise. Notes: Salary expectation (41 LPA min) — verify budget alignment; Not marked as open to work. Position #27 — top 0.0% of 100,000 candidates | Score breakdown: Skills=34/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Advantage: strongest on retrieval/ranking (+0.85 above pool mean). Recommendation: Priority Screen (0-day notice)."
CAND_0018722,28,0.9105499984025955,"[Recommended] Candidate: Recruiter Favorite. Strengths: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise, Large language model fine-tuning, and NLP and information retrieval background. Watch items: Extended notice period (90 days); Located outside preferred Indian tech hubs (toronto). — 90-day notice period exceeds the JD's implied quick-start preference; Production engineering background resonates with the JD's focus on real-world system delivery. Ranked #28 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: strongest on retrieval/ranking (+0.85). Suggested action: Interview Immediately (79% response rate; open to work)."
CAND_0069905,29,0.9100499960184097,"[Recommended] Candidate: Recruiter Favorite.  Suggested action: Interview Immediately (78% response rate; open to work). Rationale: Strengths: Production retrieval pipelines and vector search, Learning-to-rank and retrieval evaluation expertise, Large language model fine-tuning, and NLP and information retrieval background. Watch items: Extended notice period (90 days); Located outside preferred Indian tech hubs (bhubaneswar, odisha). — Practical deployment experience aligns with the JD's stated need for engineering that ships, not just researches; Signals indicate comfort with the JD's described founding-team environment requiring high autonomy. Ranked #29 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: retrieval/ranking (+0.85 above mean)."
CAND_0026426,30,0.9080083345969517,"[Recommended] Production Veteran. Concerns: Not marked as open to work; No GitHub profile linked. Mitigating factors: Strong areas: Full-stack retrieval systems (vector DBs + dense retrieval), Ranking evaluation and learning-to-rank experience, Large language model fine-tuning, and Distributed ML pipelines and inference infrastructure.  — The JD explicitly warns against 'framework enthusiasts' and 'people who have only worked at consulting firms'; this candidate's hands-on product experience addresses that concern directly; Short notice period (30 days) fits the JD's preference for quick availability; The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. #30 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=25/25, Retrieval=12/15, Signals=7/10, Fit=10/10 | Differentiator: skills leads pool over mean (+0.80). Recommended: Priority Screen (30-day notice)."
CAND_0088842,31,0.9049416722456615,"[Recommended] Production Veteran profile with 6yr background suited to the Senior AI Engineer mandate. Highlights: Production retrieval pipelines and vector search, Search quality evaluation and ranking pipelines, LLM fine-tuning experience, and Scalable ML systems and model serving. Notes: Extended notice period (90 days); Not marked as open to work. — The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. Position #31 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=20/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Advantage: strongest on skills (+0.87 above pool mean). Recommendation: Priority Screen."
CAND_0071974,32,0.9043166727224986,"[Recommended] Candidate: Recruiter Favorite. The JD stresses shipped systems over research — this candidate's production background matches that preference; This candidate's profile reads like the kind of founder-oriented engineer the JD describes — high autonomy, product-aware, delivery-focused. Strengths: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise, Large language model fine-tuning, and Distributed ML pipelines and inference infrastructure. Watch items: Moderate notice period (45 days); Salary expectation (47 LPA min) — verify budget alignment. Ranked #32 — top 0.0% of 100,000 candidates | Score breakdown: Skills=33/40, Exp=24/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: strongest on retrieval/ranking (+0.85). Suggested action: Interview Immediately (76% response rate; open to work)."
CAND_0052328,33,0.9042250006198883,"[Recommended] Candidate: Recruiter Favorite. Strengths: End-to-end retrieval and vector database expertise, Learning-to-rank and retrieval evaluation expertise, LLM fine-tuning experience, and Text processing and information retrieval experience. Watch item: Requires culture-fit validation for founding-team dynamics. — Located in Pune/Noida — zero relocation friction for the JD's preferred locations; This candidate has shipped real ranking or search systems to production — exactly the kind of tangible output the JD prioritizes over 'researcher' archetypes; Signals indicate comfort with the JD's described founding-team environment requiring high autonomy. Ranked #33 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=20/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: retrieval/ranking (+0.85 above mean). Suggested action: Interview Immediately (79% response rate; open to work; 30-day notice)."
CAND_0092839,34,0.9022083326180775,"[Recommended] Candidate: Recruiter Favorite.  Suggested action: Interview Immediately (77% response rate; open to work; 30-day notice). Rationale: Strengths: Vector database and dense retrieval experience, Learning-to-rank and retrieval evaluation expertise, and Large language model fine-tuning. Watch items: No GitHub profile linked; Located outside preferred Indian tech hubs (kolkata, west bengal). — Short notice (30 days) aligns with the JD's desire for quick availability; This candidate has shipped real ranking or search systems to production — exactly the kind of tangible output the JD prioritizes over 'researcher' archetypes. Ranked #34 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=23/25, Retrieval=12/15, Signals=8/10, Fit=10/10 | Strengths vs pool: skills leads pool over mean (+0.80)."
CAND_0099401,35,0.8960249936580659,"[Recommended] Production Veteran. Concerns: Extended notice period (90 days); Not marked as open to work. Mitigating factors: Strong areas: Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience, and NLP and information retrieval background.  — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; This candidate's profile reads like the kind of founder-oriented engineer the JD describes — high autonomy, product-aware, delivery-focused. #35 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=34/40, Exp=24/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85 above pool mean). Recommended: Priority Screen."
CAND_0005260,36,0.8936666616598765,"[Recommended] Growth Candidate: 5yr, product-company trajectory, strong for this founding-team AI role. Strengths: End-to-end retrieval and vector database expertise, Learning-to-rank and retrieval evaluation expertise, and LLM adaptation and fine-tuning expertise. Watch items: Moderate notice period (60 days); Not marked as open to work. — Based in an Indian tech hub — aligns with the JD's geographic scope; This candidate has shipped real ranking or search systems to production — exactly the kind of tangible output the JD prioritizes over 'researcher' archetypes; The JD's 'vibe check' section stresses async communication and fast iteration — behavioral signals here are consistent with that environment. Ranked #36 — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=16/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.87) | Drag: experience (-0.08). Suggested action: Interview Immediately (86% response rate)."
CAND_0050876,37,0.8935333345731099,"[Recommended] Profile: Growth Candidate. The JD stresses shipped systems over research — this candidate's production background matches that preference; Founding-team dynamic described in the JD requires someone who can toggle between deep technical work and pragmatic shipping; this candidate fits that profile. Key assets: Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization, and LLM adaptation and fine-tuning expertise. Flaggeds: Extended notice period (90 days); No recent job applications on platform. Slot #37 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=19/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Edge: retrieval/ranking (+0.85 above mean). Next step: Priority Screen (open to work)."
CAND_0027691,38,0.8934250001907349,"[Recommended] Production Veteran. Strong areas: End-to-end retrieval and vector database expertise, Ranking evaluation and learning-to-rank experience, and LLM fine-tuning experience. Concern: Requires culture-fit validation for founding-team dynamics. — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Aligned with the JD's call for a founding-team engineer comfortable with high autonomy. #38 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=20/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Differentiator: retrieval/ranking leads pool over mean (+0.85). Recommended: Priority Screen (open to work; 15-day notice)."
CAND_0081686,39,0.8907666680018107,"[Recommended] Profile: Passive Expert.  Next step: Interview Immediately (91% response rate). Rationale: Key assets: Vector database and dense retrieval experience, IR evaluation (NDCG/MRR) and ranking optimization, and Large language model fine-tuning. Flaggeds: Moderate notice period (60 days); Not marked as open to work. — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. Slot #39 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=19/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: strongest on retrieval/ranking (+0.85 above pool mean)."
CAND_0030031,40,0.8860916606585185,"[Recommended] Passive Expert. Concerns: Not marked as open to work; Located outside preferred Indian tech hubs (trivandrum, kerala). Mitigating factors: Strong areas: Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience, and LLM adaptation and fine-tuning expertise.  — Short notice (30 days) aligns with the JD's desire for quick availability; The JD stresses shipped systems over research — this candidate's production background matches that preference. #40 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=18/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85). Recommended: Interview Immediately (94% response rate; 30-day notice)."
CAND_0013536,41,0.885566666285197,"[Recommended] Production Veteran profile with 14yr background suited to the Senior AI Engineer mandate. Highlights: Production retrieval pipelines and vector search, Search quality evaluation and ranking pipelines, and Large language model fine-tuning. Notes: Extended notice period (90 days); Salary expectation (42 LPA min) — verify budget alignment. — Profile signals match the JD's preference for founding-team, high-autonomy settings. Position #41 — top 0.0% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=9/10, Fit=10/10 | Advantage: retrieval/ranking (+0.85 above mean). Recommendation: Interview Immediately (87% response rate; open to work)."
CAND_0018499,42,0.8830666615168254,"[Recommended] Candidate: Production Veteran. This candidate has shipped real ranking or search systems to production — exactly the kind of tangible output the JD prioritizes over 'researcher' archetypes; Profile signals align with the founding-team, high-autonomy environment described in the JD. Strengths: Production retrieval pipelines and vector search, Learning-to-rank and retrieval evaluation expertise, and LLM adaptation and fine-tuning expertise. Watch item: No explicit Python skills listed. Ranked #42 — top 0.0% of 100,000 candidates | Score breakdown: Skills=33/40, Exp=22/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Strengths vs pool: retrieval/ranking leads pool over mean (+0.85). Suggested action: Priority Screen (open to work; 15-day notice)."
CAND_0011162,43,0.881616673151652,"[Recommended] Recruiter Favorite. Strong areas: Vector database and dense retrieval experience, Ranking evaluation and learning-to-rank experience, and LLM fine-tuning experience. Concerns: Extended notice period (90 days); Located outside preferred Indian tech hubs (coimbatore, tamil nadu). — The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. #43 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=18/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85 above pool mean). Recommended: Interview Immediately (75% response rate; open to work)."
CAND_0091534,44,0.8811333323319753,"[Recommended] Production Veteran. Best action for this candidate: Recommended: Interview Immediately (84% response rate; 30-day notice). Rationale: Strong areas: Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience, and LLM adaptation and fine-tuning expertise. Concerns: Not marked as open to work; Profile only 58% complete. — Based in an Indian tech hub — aligns with the JD's geographic scope; Deploying ML systems to real users at meaningful scale aligns with the first-90-day mandate described in the JD; Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. #44 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85)."
CAND_0041669,45,0.8808999993801118,"[Recommended] Profile: Recruiter Favorite. Flaggeds: Moderate notice period (60 days); No explicit Python skills listed. Mitigating factors: Key assets: Vector database and dense retrieval experience, IR evaluation (NDCG/MRR) and ranking optimization, and LLM fine-tuning experience.  — Located in Pune/Noida — zero relocation friction for the JD's preferred locations; Production experience with retrieval systems aligns with the JD's emphasis on shipped systems over pure research; The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. Slot #45 — top 0.0% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: retrieval/ranking (+0.85 above mean). Next step: Interview Immediately (77% response rate; open to work)."
CAND_0052682,46,0.8790499967336656,"[Recommended] Recruiter Favorite with 7yr of relevant experience for this founding-team role. Key assets: Vector database and dense retrieval experience, Ranking evaluation knowledge (NDCG/MRR), and Large language model fine-tuning. Flagged: Located outside preferred Indian tech hubs (vizag, andhra pradesh). — This candidate's profile reads like the kind of founder-oriented engineer the JD describes — high autonomy, product-aware, delivery-focused. Slot #46 — top 0.0% of 100,000 candidates | Score breakdown: Skills=34/40, Exp=21/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: retrieval/ranking leads pool vs mean (+0.85). Next step: Interview Immediately (88% response rate; open to work; 30-day notice)."
CAND_0044936,47,0.878616673151652,"[Recommended] Startup Builder. Profile depth (6 years) aligns with the JD's 5-9 year senior engineer target range; Engagement signals point to a strong fit for the JD's high-autonomy, founding-team environment. Strong areas: Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience, and Large language model fine-tuning. Concerns: Low recruiter response rate (28%); Inactive on platform (95 days). #47 in ranking — top 0.0% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=18/25, Retrieval=15/15, Signals=5/10, Fit=10/10 | Differentiator: strongest on skills (+0.87 above pool mean). Recommended: Priority Screen."
CAND_0010257,48,0.877991668144862,"[Recommended] Production Veteran. Highlights: End-to-end search and vector database systems, Search quality evaluation and ranking pipelines, and Natural language processing and search expertise. Note: Extended notice period (120 days). — The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. Position #48 — top 0.0% of 100,000 candidates | Score breakdown: Skills=34/40, Exp=20/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Advantage: strongest on retrieval/ranking (+0.85). Recommendation: Priority Screen (72% response rate; open to work)."
CAND_0055992,49,0.8770000016689301,"[Recommended] Production Veteran. Best action for this candidate: Recommendation: Priority Screen (72% response rate; open to work). Rationale: Highlights: Full-stack retrieval systems (vector DBs + dense retrieval), Search quality evaluation and ranking pipelines, and LLM adaptation and fine-tuning expertise. Notes: Moderate notice period (60 days); No explicit Python skills listed. — Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. Position #49 — top 0.0% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Advantage: retrieval/ranking (+0.85 above mean)."
CAND_0020721,50,0.8761250020265579,"[Recommended] Recruiter Favorite. Note: Inactive on platform (93 days). Mitigating factors: Highlights: Production retrieval pipelines and vector search, Search quality evaluation and ranking pipelines, and LLM adaptation and fine-tuning expertise.  — Short notice (30 days) aligns with the JD's desire for quick availability; The JD explicitly warns against 'framework enthusiasts' and 'people who have only worked at consulting firms'; this candidate's hands-on product experience addresses that concern directly. Position #50 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=12/15, Signals=7/10, Fit=10/10 | Advantage: skills leads pool vs mean (+0.80). Recommendation: Interview Immediately (78% response rate; open to work; 30-day notice)."
CAND_0051890,51,0.8757749943733215,"[Potential Fit] Candidate: Production Veteran. Watch items: Extended notice period (120 days); No GitHub profile linked. Mitigating factors: Strengths: Vector database and dense retrieval experience, Learning-to-rank and retrieval evaluation expertise, and LLM fine-tuning experience.  — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Founding-team dynamic described in the JD requires someone who can toggle between deep technical work and pragmatic shipping; this candidate fits that profile. Ranked #51 — top 0.0% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=12/15, Signals=8/10, Fit=10/10 | Strengths vs pool: strongest on skills (+0.80 above pool mean). Suggested action: Priority Screen (74% response rate; open to work)."
CAND_0035721,52,0.8754666606585184,"[Potential Fit] Profile: Passive Expert. Profile signals align with the founding-team, high-autonomy environment described in the JD. Key assets: Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization, and LLM adaptation and fine-tuning expertise. Flaggeds: Extended notice period (120 days); Not marked as open to work. Slot #52 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=12/15, Signals=6/10, Fit=10/10 | Edge: strongest on skills (+0.80). Next step: Priority Screen."
CAND_0026458,53,0.8746083358128866,"[Potential Fit] Profile: Production Veteran. Key signal: End-to-end retrieval and vector database expertise. Key assets: IR evaluation (NDCG/MRR) and ranking optimization and LLM adaptation and fine-tuning expertise. Flaggeds: Low recruiter response rate (21%); Inactive on platform (118 days). — Production experience with retrieval systems aligns with the JD's emphasis on shipped systems over pure research; Signals indicate comfort with the JD's described founding-team environment requiring high autonomy. Slot #53 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=25/25, Retrieval=12/15, Signals=4/10, Fit=10/10 | Edge: skills (+0.80 above mean) | Area to probe: signals (-0.12). Next step: Priority Screen."
