candidate_id,rank,score,reasoning
CAND_0007994,54,0.8742166634003321,"[Potential Fit] Production Veteran. Position #54 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=12/15, Signals=8/10, Fit=10/10 | Advantage: skills leads pool vs mean (+0.80). Highlights: Production retrieval pipelines and vector search, Search quality evaluation and ranking pipelines, and LLM fine-tuning experience. Notes: Moderate notice period (60 days); Not marked as open to work. — The JD explicitly prioritizes engineers who ship over researchers — this candidate's deployment track record fits that mold; Engagement signals point to a strong fit for the JD's high-autonomy, founding-team environment. Recommendation: Interview Immediately (77% response rate)."
CAND_0072928,55,0.8722583357890448,"[Potential Fit] Profile: Growth Candidate. Flaggeds: Extended notice period (120 days); Not marked as open to work. Mitigating factors: Key assets: End-to-end search and vector database systems, IR evaluation (NDCG/MRR) and ranking optimization, and LLM adaptation and fine-tuning expertise.  — Signals indicate comfort with the JD's described founding-team environment requiring high autonomy. Slot #55 — top 0.1% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=15/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Edge: strongest on skills (+0.87 above pool mean) | Area to probe: experience (-0.11). Next step: Priority Screen (71% response rate)."
CAND_0073096,56,0.8717916726271311,"[Potential Fit] Profile: Passive Expert. This candidate has shipped real ranking or search systems to production — exactly the kind of tangible output the JD prioritizes over 'researcher' archetypes; Fits the high-autonomy, founding-team context emphasized in the JD. Key assets: Production retrieval pipelines and vector search, IR evaluation (NDCG/MRR) and ranking optimization, and LLM fine-tuning experience. Flaggeds: Inactive on platform (98 days); Extended notice period (120 days). Slot #56 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=23/25, Retrieval=12/15, Signals=5/10, Fit=10/10 | Edge: strongest on skills (+0.80). Next step: Priority Screen (open to work)."
CAND_0033861,57,0.8713333328564963,"[Potential Fit] Passive Expert. Key signal: Full-stack retrieval systems (vector DBs + dense retrieval). Highlights: Search quality evaluation and ranking pipelines and LLM adaptation and fine-tuning expertise. Notes: Low recruiter response rate (16%); Inactive on platform (100 days). — The JD stresses shipped systems over research — this candidate's production background matches that preference; Short notice period (30 days) fits the JD's preference for quick availability; Aligned with the JD's call for a founding-team engineer comfortable with high autonomy. Position #57 — top 0.1% of 100,000 candidates | Score breakdown: Skills=33/40, Exp=25/25, Retrieval=15/15, Signals=4/10, Fit=10/10 | Advantage: retrieval/ranking (+0.85 above mean) | Gap: signals (-0.09). Recommendation: Priority Screen (30-day notice)."
CAND_0068811,58,0.8711999990940095,"[Potential Fit] Production Veteran. Position #58 — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Advantage: retrieval/ranking leads pool vs mean (+0.85). Highlights: End-to-end retrieval and vector database expertise, Search quality evaluation and ranking pipelines, and LLM adaptation and fine-tuning expertise. Notes: No explicit Python skills listed; Limited public code contributions. — Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. Recommendation: Priority Screen (open to work; 30-day notice)."
CAND_0044222,59,0.8704249947071075,"[Potential Fit] Profile: Production Veteran. Flaggeds: Moderate notice period (60 days); Salary expectation (43 LPA min) — verify budget alignment. Mitigating factors: Key assets: Vector database and dense retrieval experience, IR evaluation (NDCG/MRR) and ranking optimization, and LLM adaptation and fine-tuning expertise.  — Profile signals align with the founding-team, high-autonomy environment described in the JD. Slot #59 — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=24/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: strongest on retrieval/ranking (+0.85 above pool mean). Next step: Priority Screen (open to work)."
CAND_0018549,60,0.8702666737238567,"[Potential Fit] Production Veteran. The candidate's history of deploying retrieval systems into production fits the JD's shipper-over-researcher ideal; Behavioral profile suggests fit for the high-autonomy, founding-team role described in the JD. Strong areas: End-to-end search and vector database systems, Ranking evaluation and learning-to-rank experience, and LLM fine-tuning experience. Concerns: Moderate notice period (60 days); No explicit Python skills listed. #60 in ranking — top 0.1% of 100,000 candidates | Score breakdown: Skills=33/40, Exp=21/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Differentiator: strongest on retrieval/ranking (+0.85). Recommended: Priority Screen (73% response rate; open to work)."
CAND_0059145,61,0.869375003695488,"[Potential Fit] Production Veteran. Key signal: Full-stack retrieval systems (vector DBs + dense retrieval). Strong areas: LLM fine-tuning experience and Scalable ML systems and model serving. Concerns: Moderate notice period (60 days); Profile only 57% complete. — The JD stresses shipped systems over research — this candidate's production background matches that preference; Founding-team dynamic described in the JD requires someone who can toggle between deep technical work and pragmatic shipping; this candidate fits that profile. #61 in ranking — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Differentiator: retrieval/ranking (+0.85 above mean). Recommended: Priority Screen (open to work)."
CAND_0033713,62,0.86889166978995,"[Potential Fit] Profile: Production Veteran. Slot #62 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=12/15, Signals=6/10, Fit=10/10 | Edge: skills leads pool vs mean (+0.80). Key assets: End-to-end search and vector database systems, IR evaluation (NDCG/MRR) and ranking optimization, and Large language model fine-tuning. Flaggeds: Inactive on platform (122 days); Moderate notice period (60 days). — At 7 years of experience, this candidate falls within the JD's senior engineer range; Aligned with the JD's call for a founding-team engineer comfortable with high autonomy. Next step: Priority Screen (open to work)."
CAND_0078635,63,0.8683083356221517,"[Potential Fit] Production Veteran. Notes: Extended notice period (120 days); Profile only 52% complete. Mitigating factors: Highlights: Full-stack retrieval systems (vector DBs + dense retrieval), LLM fine-tuning experience, and Scalable ML systems and model serving.  — The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. Position #63 — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Advantage: strongest on retrieval/ranking (+0.85 above pool mean). Recommendation: Priority Screen (71% response rate; open to work)."
CAND_0094564,64,0.8676083309253058,"[Potential Fit] Profile: Passive Expert. Production experience with retrieval systems aligns with the JD's emphasis on shipped systems over pure research; Engagement signals point to a strong fit for the JD's high-autonomy, founding-team environment. Key assets: End-to-end retrieval and vector database expertise, IR evaluation (NDCG/MRR) and ranking optimization, and LLM fine-tuning experience. Flaggeds: Inactive on platform (127 days); Moderate notice period (60 days). Slot #64 — top 0.1% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=16/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Edge: strongest on skills (+0.87) | Area to probe: experience (-0.09 below pool mean). Next step: Priority Screen (73% response rate)."
CAND_0009325,65,0.867100007534027,"[Potential Fit] Production Veteran. Key signal: Production retrieval pipelines and vector search. Highlights: Search quality evaluation and ranking pipelines and Large language model fine-tuning. Notes: Moderate notice period (60 days); Not marked as open to work. — The candidate's history of deploying retrieval systems into production fits the JD's shipper-over-researcher ideal; Aligned with the JD's call for a founding-team engineer comfortable with high autonomy. Position #65 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=12/15, Signals=6/10, Fit=10/10 | Advantage: skills (+0.80 above mean). Recommendation: Priority Screen (72% response rate)."
CAND_0006557,66,0.8652416696945827,"[Potential Fit] Production Veteran. Position #66 — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=25/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Advantage: retrieval/ranking leads pool vs mean (+0.85). Highlights: Vector database and dense retrieval experience, Search quality evaluation and ranking pipelines, and LLM adaptation and fine-tuning expertise. Notes: Extended notice period (120 days); Profile only 53% complete. — 120-day notice period exceeds the JD's implied quick-start preference; Practical deployment experience aligns with the JD's stated need for engineering that ships, not just researches. Recommendation: Priority Screen (open to work)."
CAND_0096028,67,0.8651333275636037,"[Potential Fit] Passive Expert. Notes: Inactive on platform (103 days); Moderate notice period (60 days). Mitigating factors: Highlights: End-to-end retrieval and vector database expertise and Search quality evaluation and ranking pipelines.  — Production experience with retrieval systems aligns with the JD's emphasis on shipped systems over pure research; The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. Position #67 — top 0.1% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=16/25, Retrieval=15/15, Signals=5/10, Fit=10/10 | Advantage: strongest on skills (+0.87 above pool mean) | Gap: experience (-0.08). Recommendation: Priority Screen."
CAND_0036603,68,0.8647500004768371,"[Potential Fit] Growth Candidate. Production experience with retrieval systems aligns with the JD's emphasis on shipped systems over pure research; The JD explicitly emphasizes 'scrappy product-engineering attitude' — this candidate's trajectory demonstrates exactly that balance. Highlights: End-to-end retrieval and vector database expertise and Search quality evaluation and ranking pipelines. Notes: Low recruiter response rate (27%); Extended notice period (120 days). Position #68 — top 0.1% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=16/25, Retrieval=15/15, Signals=6/10, Fit=10/10 | Advantage: strongest on skills (+0.87) | Gap: experience (-0.10 below pool mean). Recommendation: Priority Screen (open to work)."
CAND_0098846,69,0.8626333307822546,"[Potential Fit] Profile: Production Veteran. Key signal: End-to-end retrieval and vector database expertise. Key assets: IR evaluation (NDCG/MRR) and ranking optimization. Flaggeds: Moderate notice period (45 days); Salary expectation (44 LPA min) — verify budget alignment. — Production engineering background resonates with the JD's focus on real-world system delivery; The candidate's profile mirrors the JD's founding-team profile where high autonomy is expected. Slot #69 — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=24/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: retrieval/ranking (+0.85 above mean). Next step: Priority Screen (open to work)."
CAND_0002620,70,0.8616833333571752,"[Potential Fit] Candidate: Production Veteran. Ranked #70 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=12/15, Signals=5/10, Fit=10/10 | Strengths vs pool: skills leads pool over mean (+0.80). Strengths: End-to-end search and vector database systems and Learning-to-rank and retrieval evaluation expertise. Watch items: Low recruiter response rate (28%); Extended notice period (90 days). — The candidate's history of deploying retrieval systems into production fits the JD's shipper-over-researcher ideal; The JD's 'vibe check' section stresses async communication and fast iteration — behavioral signals here are consistent with that environment. Suggested action: Priority Screen."
CAND_0031593,71,0.8612500057220459,"[Potential Fit] Profile: Production Veteran. Flaggeds: Extended notice period (90 days); Profile only 50% complete. Mitigating factors: Key assets: Production retrieval pipelines and vector search and IR evaluation (NDCG/MRR) and ranking optimization.  — Engagement signals point to a strong fit for the JD's high-autonomy, founding-team environment. Slot #71 — top 0.1% of 100,000 candidates | Score breakdown: Skills=30/40, Exp=24/25, Retrieval=15/15, Signals=7/10, Fit=10/10 | Edge: strongest on retrieval/ranking (+0.85 above pool mean). Next step: Priority Screen (open to work)."
CAND_0069414,72,0.8612166675726572,"[Potential Fit] Production Veteran. Fits the high-autonomy, founding-team context emphasized in the JD. Highlights: End-to-end search and vector database systems and Search quality evaluation and ranking pipelines. Notes: Low recruiter response rate (27%); Inactive on platform (92 days). Position #72 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=22/25, Retrieval=12/15, Signals=5/10, Fit=10/10 | Advantage: strongest on skills (+0.80). Recommendation: Priority Screen (open to work)."
CAND_0096142,73,0.8598499991893768,"[Potential Fit] Profile: Recruiter Favorite. Key signal: Full-stack retrieval systems (vector DBs + dense retrieval). Key assets: IR evaluation (NDCG/MRR) and ranking optimization. Flagged: Extended notice period (120 days). — Profile signals align with the founding-team, high-autonomy environment described in the JD. Slot #73 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=16/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Edge: retrieval/ranking (+0.85 above mean) | Area to probe: experience (-0.10). Next step: Interview Immediately (84% response rate; open to work)."
CAND_0055623,74,0.8593666731516519,"[Potential Fit] Profile: Production Veteran. Slot #74 — top 0.1% of 100,000 candidates | Score breakdown: Skills=37/40, Exp=21/25, Retrieval=12/15, Signals=6/10, Fit=10/10 | Edge: skills leads pool vs mean (+0.80). Key assets: End-to-end search and vector database systems and IR evaluation (NDCG/MRR) and ranking optimization. Flaggeds: Inactive on platform (128 days); Extended notice period (120 days). — Deploying ML systems to real users at meaningful scale aligns with the first-90-day mandate described in the JD; Founding-team dynamic described in the JD requires someone who can toggle between deep technical work and pragmatic shipping; this candidate fits that profile. Next step: Priority Screen (open to work)."
CAND_0066179,75,0.8592499942779541,"[Potential Fit] Emerging Specialist. Concern: Extended notice period (90 days). Mitigating factors: Strong areas: Vector database and dense retrieval experience and Ranking evaluation and learning-to-rank experience.  — Located in Pune/Noida — zero relocation friction for the JD's preferred locations; Production engineering background resonates with the JD's focus on real-world system delivery; Profile signals match the JD's preference for founding-team, high-autonomy settings. #75 in ranking — top 0.1% of 100,000 candidates | Score breakdown: Skills=40/40, Exp=13/25, Retrieval=15/15, Signals=8/10, Fit=10/10 | Differentiator: strongest on skills (+0.87 above pool mean) | Weakness vs pool: experience (-0.20 below pool mean). Recommended: Priority Screen (open to work)."
CAND_0011432,76,0.8588999973535538,"[Consider] Production Veteran. Key: End-to-end retrieval and vector database expertise, Ranking evaluation and learning-to-rank experience. Watch: Moderate notice period (60 days). Ranked #76 of 100,000. Recommended: Priority Screen (open to work)."
CAND_0007411,77,0.8588000001311303,"[Consider] Profile: Passive Expert. Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization. Low recruiter response rate (12%). #77/100,000. Next step: Priority Screen (15-day notice)."
CAND_0070252,78,0.8578333355983098,"[Consider] Candidate: Production Veteran. Key: Full-stack retrieval systems (vector DBs + dense retrieval), Learning-to-rank and retrieval evaluation expertise. Watch: Moderate notice period (60 days). Ranked #78 of 100,000. Suggested action: Priority Screen (open to work)."
CAND_0060055,79,0.855166660229365,"[Consider] Passive Expert. Key: End-to-end retrieval and vector database expertise, Search quality evaluation and ranking pipelines. Watch: Inactive on platform (122 days). Ranked #79 of 100,000. Recommendation: Priority Screen (open to work)."
CAND_0005649,80,0.8544833359320959,"[Consider] Candidate: Production Veteran. Priority Screen (open to work). End-to-end retrieval and vector database expertise, Learning-to-rank and retrieval evaluation expertise. Watch: Extended notice period (90 days). #80 of 100,000."
CAND_0004491,81,0.8543749947547913,"[Consider] Passive Expert. Vector database and dense retrieval experience, Search quality evaluation and ranking pipelines. Inactive on platform (93 days). #81/100,000. Recommendation: Priority Screen (open to work)."
CAND_0048368,82,0.8535583302577336,"[Consider] Production Veteran. Priority Screen (open to work). Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience. Watch: Moderate notice period (60 days). #82 of 100,000."
CAND_0027801,83,0.8533500021696091,"[Consider] Production Veteran. Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience. Extended notice period (120 days). #83/100,000. Recommended: Priority Screen (open to work)."
CAND_0086502,84,0.8530250062942505,"[Consider] Profile: Production Veteran. Production retrieval pipelines and vector search, Large language model fine-tuning. Extended notice period (90 days). #84/100,000. Next step: Priority Screen (open to work)."
CAND_0037995,85,0.8529999972581864,"[Consider] Candidate: Passive Expert. Production retrieval pipelines and vector search, LLM fine-tuning experience. Inactive on platform (93 days). #85/100,000. Suggested action: Interview Immediately (75% response rate)."
CAND_0078333,86,0.8528083359797796,"[Consider] Production Veteran. Priority Screen (open to work). Full-stack retrieval systems (vector DBs + dense retrieval), LLM fine-tuning experience. Watch: Inactive on platform (94 days). #86 of 100,000."
CAND_0086151,87,0.8525916604200999,"[Consider] Production Veteran. Key: Full-stack retrieval systems (vector DBs + dense retrieval), Ranking evaluation and learning-to-rank experience. Watch: Extended notice period (120 days). Ranked #87 of 100,000. Recommended: Priority Screen (open to work)."
CAND_0037672,88,0.8520916668574016,"[Consider] Candidate: Production Veteran. Key: End-to-end search and vector database systems, Learning-to-rank and retrieval evaluation expertise. Watch: Not marked as open to work. Ranked #88 of 100,000. Suggested action: Priority Screen (30-day notice)."
CAND_0010770,89,0.8519333339532217,"[Consider] Profile: Production Veteran. Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization. No explicit Python skills listed. #89/100,000. Next step: Priority Screen (73% response rate; open to work; 30-day notice)."
CAND_0072660,90,0.8501749957799912,"[Consider] Production Veteran. End-to-end search and vector database systems, Large language model fine-tuning. No GitHub profile linked. #90/100,000. Recommendation: Priority Screen (open to work; 30-day notice)."
CAND_0012957,91,0.8495583369334538,"[Consider] Candidate: Passive Expert. Priority Screen. End-to-end retrieval and vector database expertise, Learning-to-rank and retrieval evaluation expertise. Watch: Extended notice period (120 days). #91 of 100,000."
CAND_0053537,92,0.8494333341916402,"[Consider] Profile: Passive Expert. Production retrieval pipelines and vector search, IR evaluation (NDCG/MRR) and ranking optimization. Moderate notice period (60 days). #92/100,000. Next step: Priority Screen (74% response rate)."
CAND_0019961,93,0.8477333274682363,"[Consider] Production Veteran. Production retrieval pipelines and vector search, Ranking evaluation and learning-to-rank experience. Low recruiter response rate (18%). #93/100,000. Recommended: Priority Screen (30-day notice)."
CAND_0074225,94,0.8456083405812581,"[Consider] Emerging Specialist. Vector database and dense retrieval experience, Search quality evaluation and ranking pipelines. Extended notice period (120 days). #94/100,000. Recommendation: Interview Immediately (91% response rate; open to work)."
CAND_0073138,95,0.845333332379659,"[Consider] Profile: Recruiter Favorite. IR evaluation (NDCG/MRR) and ranking optimization, LLM adaptation and fine-tuning expertise. Moderate notice period (60 days). #95/100,000. Next step: Interview Immediately (78% response rate; open to work)."
CAND_0074221,96,0.8452333359320958,"[Consider] Candidate: Passive Expert. Key: Vector database and dense retrieval experience, Learning-to-rank and retrieval evaluation expertise. Watch: Low recruiter response rate (16%). Ranked #96 of 100,000. Suggested action: Priority Screen."
CAND_0078810,97,0.8446250032186509,"[Consider] Candidate: Production Veteran. Interview Immediately (80% response rate). End-to-end retrieval and vector database expertise, Large language model fine-tuning. Watch: Extended notice period (120 days). #97 of 100,000."
CAND_0028793,98,0.8444666601816814,"[Consider] Profile: Production Veteran. Priority Screen (open to work). Full-stack retrieval systems (vector DBs + dense retrieval), IR evaluation (NDCG/MRR) and ranking optimization. Watch: Extended notice period (120 days). #98 of 100,000."
CAND_0039383,99,0.844174998164177,"[Consider] Candidate: Production Veteran. Production retrieval pipelines and vector search, Learning-to-rank and retrieval evaluation expertise. Extended notice period (90 days). #99/100,000. Suggested action: Priority Screen (open to work)."
CAND_0073982,100,0.8435166651407878,"[Consider] Production Veteran. Key: End-to-end retrieval and vector database expertise, LLM adaptation and fine-tuning expertise. Watch: Moderate notice period (60 days). Ranked #100 of 100,000. Recommended: Priority Screen (open to work)."